article_id,Authors,Title,Year,DOI,Abstract,Author Keywords,Index Keywords
11,"Zou, Xiaoyue (60341571800); Tan, Yongtao (24173519000); Zhang, Guoming (56170403700); Hou, Lei (55729885900)",Bim-based sustainability analysis for building green retrofit: a systematic review,2026,10.1016/j.enbuild.2026.116982,"The building sector contributes significantly to global energy use and carbon emissions, and green retrofit of existing housing is critical for achieving long-term climate targets. Building Information Modelling (BIM) has emerged as a key digital tool for supporting retrofit design, assessment, and management, yet research on BIM-based sustainability analysis remains fragmented, with limited integration of lifecycle, economic and social dimensions. This paper presents a PRISMA-based systematic review of 358 peer-reviewed studies on BIM-enabled sustainability assessment for residential building retrofit, combining bibliometric mapping with in-depth content analysis of methods, tools and indicators. In contrast to previous reviews that typically address BIM, digital twins or life cycle assessment in isolation, this study synthesises these streams into a retrofit-centred perspective and highlights their convergence toward dynamic, data-driven workflows. The results reveal a shift from static simulation to emerging digital-twin and life-cycle sustainability assessment (LCSA) approaches, but also persistent gaps in post-occupancy verification, cross-scale integration and representation of social and behavioural factors. Building on these findings, the paper outlines an integrated DT-LCSA framework that positions BIM as the backbone for linking real-time data, predictive analytics and environmental, economic and social indicators in a closed-loop retrofit workflow. Copyright ? 2026. Published by Elsevier B.V.",BIM; Digital twin; Green retrofit; IoT; Life cycle sustainability assessment; Sustainability,Architectural design; Building Information Model; Carbon cycle; Construction industry; Digital twin; Ecodesign; Green buildings; Housing; Information management; Life cycle; Life cycle assessment; Predictive analytics; Retrofitting; Sustainable building; Building Information Modelling; Buildings sector; Energy use; Global energy; Green retrofit; IoT; Life cycle sustainability assessments; Sustainability analysis; Systematic Review; Work-flows; Sustainable development
12,"Kiskira, Kyriaki (57191472474); Plakantonaki, Sofia (57473568800); Gerolimos, Nikitas (59487845000); Kalkanis, Konstantinos (17346266100); Sfyroera, Emmanouela (57205287125); Coelho, Fernando (58535561100); Priniotakis, Georgios (6506675841)",Life Cycle Optimization of Circular Industrial Processes: Advances in By-Product Recovery for Renewable Energy Applications,2026,10.3390/cleantechnol8010005,"The global shift toward renewable energy and circular economy models requires industrial systems that minimize waste and recover value across entire life cycles. This review synthesizes recent advances in by-product recovery technologies supporting renewable energy and circular industrial processes. Thermal, biological, chemical/electrochemical, and biotechnological routes are analyzed across battery and e-waste recycling, bioenergy, wastewater, and agri-food sectors, with emphasis on integration through Life Cycle Assessment (LCA), techno-economic analysis (TEA), and multi-criteria decision analysis (MCDA) coupled to process simulation, digital twins, and artificial intelligence tools. Policy and economic frameworks, including the European Green Deal and the Critical Raw Materials Act, are examined in relation to technology readiness and environmental performance. Hybrid recovery systems, such as pyro-hydro-bio configurations, enable higher resource efficiency and reduced environmental impact compared with stand-alone routes. Across all technologies, major hotspots include electricity demand, reagent use, gas handling, and concentrate management, while process integration, heat recovery, and realistic substitution credits significantly improve life cycle outcomes. Harmonized LCA-TEA-MCDA frameworks and digitalized optimization emerge as essential tools for scaling sustainable, resource-efficient, and low-impact industrial ecosystems consistent with circular economy and renewable energy objectives. ? 2026 by the authors.",by-product recovery; circular economy; industrial symbiosis; LCA; life cycle assessment; process optimization; renewable energy; sustainability; techno-economic assessment,
13,"Casini, Marco (58490493500)",From WebGIS to a Digital Twin for Sustainable Water Governance and Climate-Resilient River Basin District Planning: The AUBAC Case in Central Italy,2026,10.3390/su18052168,"Climate change is reshaping territorial safety and water-resource management, calling for digital tools that integrate heterogeneous datasets, enable advanced analyses, and enhance decision-making transparency. This article documents the three-year digital transformation (2022–2025) of the Central Apennine River Basin District Authority (AUBAC), covering > 42,000 km2 and serving 8.6 million residents in central Italy. Through an incremental methodology across three releases, AUBAC developed an integrated WebGIS consolidating 613 geospatial layers and near-real-time monitoring from 1844 IoT sensors, implementing a Level 1 (Diagnostic) Digital Twin. Measured results include 141,569 platform visits, an approximately 60% reduction in administrative burden, a 70–80% reduction in plan-processing times, over 5000 users participating in public consultations, and a 40–60% increase in perceived risk understanding. The article presents the research design, platform architecture, evaluation framework, challenges encountered, and recommendations for replicability. The platform supports climate adaptation, disaster-risk reduction, and integrated water-resource management, contributing to SDGs 6, 11, and 13. The experience demonstrates that territorial Digital Twins can deliver tangible operational gains within public administration while establishing a foundation for evolution toward predictive capabilities. ? 2026 by the author.",Climate Adaptation; Digital Twin; Flood Risk Management; Landslide Risk Management; Near Real-Time Monitoring; River Basin District Planning; Spatial Data Infrastructure (SDI); Sustainable Water Governance; Water Resource Management; WebGIS,Italy; adaptive management; climate change; decision making; environmental monitoring; environmental planning; flood; GIS; governance approach; hazard management; infrastructural development; landslide; public administration; research work; resource management; risk perception; river basin; spatial data; sustainability; sustainable development; water resource
14,"Yu, Shengan (59893056400); Zhang, Mengdi (56204508000); Zhao, Zhiheng (57192180873); Wang, Pang Paul (58166075800); Huang, George Q. (59748979000)",ESG transformation through private equity and digital twin in energy supply chain: an evolutionary game analysis,2026,10.1108/IMDS-11-2024-1106,"Purpose – This study aims to explore the long-term decision-making behavior of energy enterprises, private equity organizations (PEs) and governments in the context of environmental, social and governance (ESG)-driven transformation. Given the cost barriers associated with ESG adoption and the new opportunities presented by PE investments, understanding how these stakeholders interact and make strategic choices is crucial for facilitating a sustainable energy sector. Design/methodology/approach – This paper proposes a tripartite evolutionary game model to investigate the interactions among the three stakeholders. The model illustrates the feasibility of deploying digital twin (DT) technology in energy enterprises. We then analyze the impact of key factors on three stakeholders’ decision-making and derive strategies and conditions for their evolutionary stabilization. Findings – The findings show that governments should provide policy incentives to attract enterprises to adopt innovative technologies to improve ESG levels. ESG, as an important non-financial indicator, provides a basis for PEs to invest in it. When PEs invest in it, enterprises will have more funds to deploy DT, which may form a technological barrier. Research limitations/implications – This study provides valuable insights into sustainable supply chains by examining the decision-making processes of diverse stakeholders in relation to sustainability. Originality/value – This paper employs an evolutionary game theory approach to elucidate the impact of using and not using DT technology on the decision-making process of three stakeholders. Insights are provided for the decision-making process of three stakeholders. It also reveals how governments and PEs can promote ESG development in energy enterprises. ? 2025 Emerald Publishing Limited",and Governance (ESG); Digital twin; Energy supply chain; Environmental; Evolutionary game; Private equity; Social,"Behavioral research; Decision making; Decision theory; Digital twin; Economic and social effects; Energy policy; Investments; Sustainable development; And governance (environmental, social and governance); Decision-making process; Energy; Energy supply chains; Environmental; Evolutionary games; Game analysis; Long-term decisions; Private equity; Social; Game theory"
15,"Mahmud, Shaswar Kamal (60342749700); Kurt, Mustafa (55957304500)",Enhancing Inclusive Sustainability-Oriented Learning in Higher Education Using Adaptive Learning Platforms and Performance-Based Assessment,2026,10.3390/su18031489,"The rapid digital transformation of higher education institutions (HEIs) has created new opportunities to promote sustainability-focused teaching, learning, and assessment. At the same time, traditional assessment methods often fail to accurately measure complex skills needed for sustainability, such as systems thinking, critical reflection, and real-world problem-solving. This study examines the integration of adaptive learning platforms with performance-based assessment (PBA) as an innovative way to support inclusive, sustainability-oriented learning in higher education. Based on principles of Education for Sustainable Development (ESD), Universal Design for Learning (UDL), and constructivist learning theory, the study investigates how adaptive learning technologies tailor instruction for diverse learners while PBAs offer genuine measures of sustainability skills. Using a mixed-methods approach, data were gathered from forty-eight undergraduate students enrolled in an inclusive education course that used an adaptive learning module and PBA tasks. Learning analytics, rubric-based performance scores, and student perception surveys were analyzed to explore effects on engagement, accessibility, and skill development. The results show that this combined method enhances student inclusion, supports differentiated learning pathways, boosts engagement in sustainability tasks, and yields more complete evidence of sustainability competencies than traditional assessments. The study provides a framework for HEIs aiming to align digital transformation initiatives with sustainability objectives. It emphasizes the potential of integrating adaptive learning and PBA to promote innovative, inclusive, and sustainability-focused assessment practices. Implications for policy, curriculum design, and future digital sustainability efforts are also discussed. ? 2026 by the authors.",Education for Sustainable Development (ESD); innovative assessment; learning analytics; sustainability competencies; Sustainable Development Goals (SDGs),curriculum; higher education; innovation; perception; student; sustainability; Sustainable Development Goal
16,"Asensio-Martínez, ángela (55650757200); Aguilar-Latorre, Alejandra (57208153553); Masluk, Barbara (55540999200); León-Herrera, Sandra (57931201000); Recio, Raquel Sánchez (57173247800); Oliván-Blázquez, Bárbara (16319800000)","Psychosocial and occupational predictors of health among Spanish University Employees: The role of job type, contract status, and seniority",2026,10.1371/journal.pone.0339726,"The digital transformation of work environments, particularly in academia, has introduced new psychosocial risks, including technostress. This cross-sectional study analyses the relationship between technostress and general health among university employees at the University of Zaragoza, examining the moderating effects of job type, contract status, and seniority. A total of 458 staff members, including academic and research staff and administrative and service staff, completed an online survey assessing general health, technostress, perceived stress, burnout, job satisfaction, resilience, social support, and other occupational variables. The results revealed that perceived stress was the most consistent predictor of emotional symptomatology across all subgroups. Technostress also emerged as a significant predictor, especially among permanent employees and those with longer tenure. Conversely, resilience and job satisfaction functioned as protective factors. Differences in health outcomes were observed depending on employment conditions, highlighting the importance of organizational context. These findings underscore the need for tailored interventions to mitigate psychosocial risks associated with information and communication technologies use and to enhance well-being in academic institutions. This study contributes to the growing evidence base on the health implications of digital work environments in the higher education sector. ? 2026 Asensio-Martínez et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"Adult; Burnout, Professional; Cross-Sectional Studies; Employment; Female; Humans; Job Satisfaction; Male; Middle Aged; Occupational Health; Social Support; Spain; Stress, Psychological; Surveys and Questionnaires; Universities; Workplace; Young Adult; adult; anxiety; Article; burnout; contract; cross-sectional study; digital transformation; emotional stress; employment; fatigue; female; General Health Questionnaire-12; health; health outcome; human; job satisfaction; Likert scale; male; Maslach Burnout Inventory; multiple linear regression analysis; occupational predictor; Perceived Stress Scale; physical well-being; physiological stress; predictor variable; psychological well-being; retrospective study; social psychology; social support; social well-being; technostress; work environment; employment; epidemiology; mental stress; middle aged; occupational health; professional burnout; psychology; questionnaire; Spain; university; workplace; young adult"
17,"Dickison, Adrian (60519641200)",Applying AI and machine learning to refrigeration for efficiency and asset management,2026,10.1007/s10098-026-03455-2,"Industrial refrigeration is one of the world's most ubiquitous and energy-intensive services, underpinning critical sectors such as food processing, logistics, and manufacturing. Improving energy efficiency in these systems is not only a matter of economic necessity but also a key driver for sustainability and climate action. Recent advances in science, engineering, and digital transformation have opened new pathways for optimising refrigeration systems. The integration of machine learning, digital twins, and smart analytics enables continuous optimisation, maloperation detection, and asset integrity evaluation, helping move?beyond traditional time-based maintenance and advisory platforms to practical, data-driven control solutions. This paper explores the principles and practical implementation of digital transformation in industrial refrigeration, focusing on Beca’s proprietary Maestro model predictive controller and its alignment with recommendations from the Australian Meat Processing Corporation (AMPC) guidebooks. Through case studies and data insights, we demonstrate how this digital tool can deliver energy savings of up to 36%, improve asset management, and support sustainability goals. The paper concludes with a discussion of the broader economic and environmental impacts, and the potential for scaling these solutions across the global refrigeration asset base. ? The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2026.",,Energy efficiency; Information management; Machine learning; Model predictive control; Predictive control systems; Refrigeration; Sustainable development; Thermal processing (foods); Assets management; Continuous optimization; Digital transformation; Efficiency managements; Energy; Food logistics; Food manufacturing; Integrity evaluations; Machine-learning; Refrigeration system; Asset management
18,"Leavy, Sebastián (57224769457); Allegretti, Gabriela (57196185223); Presotto, Elen (58032208700); Montoya, Marco Antonio (25025632700); Talamini, Edson (33467992100)",Towards digitalization for comprehensive measurement of the bioeconomy: exploring the convergence between elements of the cyber-physical social system,2026,10.1016/j.techsoc.2025.103101,"The bioeconomy is an evolving concept that faces measurement challenges due to the scarcity of up-to-date, structured, and comprehensive data. We argue that digital technologies—including artificial intelligence (AI), machine learning (ML), automation, sensors and biosensors, blockchain and the Internet of Things (IoT)—can enhance the bioeconomy measurement. However, there is currently no clear evidence linking the elements of the cyber-physical social system (CPSS) within the conceptual scopes of the bioeconomy. So, this study explores the convergence between digital technologies and the conceptual elements of bioeconomy. Firstly, independent literature reviews were conducted using Biblioshiny, VOSviewer, QDA Miner and WordStat to (i) define the core terms in the scope of bioeconomy concepts and (ii) map the digital technologies. Secondly, we coded and analyzed the literature content with QDA Miner and WordStat to examine the co-occurrence of digital technologies and the conceptual elements of the bioeconomy. The results indicate that the Biomass-Based Bioeconomy (BmBB), Biotechnology-Based Bioeconomy (BtBB), and Biosphere-Based Bioeconomy (BsBB) possess distinct clusters of conceptual elements but also integrative domains, like metabolism. Our findings reveal that digital technologies within categories of data science and analytics, computing and software, and imaging and sensing have been the most prevalent in the bioeconomy context. Evidence has surfaced regarding the interactions between the bioeconomy concepts and digital technologies, illustrating the role of digitization in enhancing data collection, storage, processing and communication across various aspects of the bioeconomy. This evidence underscores the potential of digitalization for a comprehensive measure of the bioeconomy. Ultimately, this research provides valuable insights for improving bioeconomy assessment and supports sustainability goals by integrating emerging digital technologies with the bioeconomy development. ? 2025 Elsevier Ltd.",Artificial intelligence; Cyber-technologies; Digital technologies; Society 5.0; Sustainability,Analog to digital conversion; Cyber Physical System; Digital storage; Internet of things; Learning systems; Sustainable development; Comprehensive measurement; Conceptual elements; Cybe-technology; Cyber physicals; Digital technologies; Learning automation; Machine-learning; Measurements of; Social systems; Society 5.0; artificial intelligence; conceptual framework; economic development; metabolism; social behavior; Artificial intelligence
19,"Wang, Chia-Nan (57757351100); Nguyen, Tram Thi Mai (59005995100); Chung, Yu-Chi (8970747500); Nguyen, Thi Thanh Tam (57961203700); Nguyen, Thien Dinh (60300854400)","Performance evaluation of listed Vietnamese logistics companies in the pre-, during, and post-COVID-19 based on a three-layer MCDM method",2026,10.1057/s41599-025-06266-w,"The global economy has suffered greatly from the COVID-19 pandemic. Vietnam’s economic sectors also cannot avoid this general situation, particularly in the logistics area. This industry contributes a significant portion of the gross domestic product (GDP) and has been prioritized for development by the Vietnamese government in recent years. Additionally, this sector is desirable to investors, particularly foreign investors. However, the lack of research provides a comprehensive awareness of companies’ performance in the Vietnamese logistics industry, especially fluctuations before, during, and after the pandemic. Inspired by this context, this study evaluates the performance of listed logistics companies from 2019 to 2023 to fill the research gap. A three-phase framework methodology that integrates Criteria Importance Through Intercriteria Correlation (CRITIC) and ranking methods, including Technique for Order Preference by Similarity to Ideal Solution (TOPSIS) and Evaluation based on Distance from Average Solution (EDAS), is employed to evaluate objectively. The assessment is based on 10 financial variables that reflect firms’ profitability, operations, leverage, and growth ability. The findings indicate differences in the rankings by TOPSIS and EDAS; nonetheless, the difference is insignificant, and there is consistency between the two approaches at the highest rank. Among alternatives, VGP emerges as the company belonging to the highest-ranking group and is the most stable. In contrast, GMD and TMS are known as the most volatile businesses, yet they have experienced an impressive recovery following the pandemic. In fact, these findings help logistics companies prioritise digital transformation and sustainable development, governments increase support policies, and investors choose successful enterprises with high resilience and potential in the post-pandemic future. ? The Author(s) 2025.",,
20,"Njah, Syrine (60341236000); Danjou, Christophe (56349872500); Armellini, Fabiano (55515900200); Beaudry, Catherine (35781502100); Mosconi, Elaine (56830307500)",A digital maturity model for assessing SMEs in the manufacturing sector,2026,10.1016/j.dte.2025.100084,"This paper presents the development of a Digital Maturity Model (DMM) designed to support small and medium-sized manufacturing enterprises (SMEs) in their transition towards Industry 4.0. SMEs face distinct challenges compared to large enterprises, mainly due to financial constraints, limited digital skills and reliance on short-term operational priorities, which necessitate flexible and modular solutions adapted to their context. Existing DMMs show critical limitations, including weak practitioner involvement, lack of multidimensional integration, insufficient consideration of lower maturity levels and absence of actionable strategic outputs. To address these gaps, a six-phase methodology was followed, including qualitative case studies with three Canadian manufacturing SMEs. The final DMM includes five dimensions, 34 subdimensions and 49 indicators covering technological, managerial and organizational aspects. Case studies revealed an overview of digital maturity in SMEs with a strong strategic awareness of digital transformation and early-stage integration of emerging technologies. They also highlighted persistent barriers such as limited digital capabilities, resistance to change and regulatory challenges. The DMM provides practical value as a descriptive tool for assessing maturity and guides both ecosystem positioning and the development of digital transformation roadmaps. It also contributes to the academic field as a replicable and adaptable approach for evaluating digital maturity in SMEs and fostering innovation in manufacturing ecosystems. Future research should focus on developing a scoring methodology and conducting quantitative validation to enhance reliability. ? 2025",Digital maturity model (DMM); Industry 4.0; Manufacturing; Qualitative case study; SME,Engineering education; Industrial research; Digital maturity model; Digital transformation; Financial constraints; Large enterprise; Manufacturing enterprise; Manufacturing sector; Maturity model; Qualitative case studies; Sized manufacturing enterprise; Small- and medium-sized manufacturing enterprise; Industry 4.0
